Day,Hour,Activity,Timespent,Month
15,21,newtab,49,9
15,22,Finder,83,9
15,22,Gmail,666,9
15,22,URL,1147,9
15,22,loginwindow,32,9
15,22,newtab,56,9
16,8,Gmail,7,9
16,8,URL,363,9
16,8,loginwindow,19,9
16,8,newtab,7,9
16,8,slack,1,9
16,11,URL,39,9
16,11,due,2,9
16,11,loginwindow,33,9
16,11,slack,306,9
16,12,URL,101,9
16,12,due,74,9
16,12,facetime,10,9
16,12,slack,24,9
16,13,Finder,5,9
16,13,Gmail,24,9
16,13,URL,964,9
16,13,calendar,4,9
16,13,due,4,9
16,13,google chrome,26,9
16,13,kiwi for gmail,566,9
16,13,localhost:5000,206,9
16,13,loginwindow,32,9
16,13,spotify,9,9
16,14,URL,1081,9
16,14,due,159,9
16,14,kiwi for gmail,315,9
16,14,localhost:5000,437,9
16,14,loginwindow,19,9
16,14,newtab,12,9
16,14,slack,68,9
16,14,spotify,5,9
16,15,Finder,77,9
16,15,Gmail,850,9
16,15,Google Spreadsheets,4,9
16,15,MS Excel,343,9
16,15,URL,926,9
16,15,localhost:5000,23,9
16,15,loginwindow,13,9
16,15,newtab,27,9
16,15,oojbgadfejifecebmdnhhkbhdjaphole,5,9
16,15,slack,329,9
16,15,wunderlist,149,9
16,16,Gmail,125,9
16,16,URL,10,9
16,16,loginwindow,32,9
16,22,Gmail,240,9
16,22,URL,1593,9
16,22,loginwindow,33,9
16,22,newtab,17,9
16,23,Gmail,18,9
16,23,URL,649,9
16,23,loginwindow,32,9
16,23,newtab,330,9
16,23,slack,1,9
17,0,Gmail,37,9
17,0,URL,80,9
17,0,loginwindow,32,9
17,0,newtab,3,9
17,0,slack,59,9
17,8,URL,316,9
17,8,facetime,75,9
17,8,localhost:5000,4,9
17,8,newtab,4,9
17,8,slack,1122,9
17,9,URL,48,9
17,9,localhost:5000,10,9
17,9,loginwindow,32,9
17,9,newtab,4,9
17,9,slack,40,9
17,11,URL,38,9
17,11,slack,26,9
17,12,URL,855,9
17,12,localhost:5000,4,9
17,12,newtab,20,9
17,12,slack,101,9
17,12,spotify,73,9
17,13,Gmail,821,9
17,13,URL,1208,9
17,13,calendar,14,9
17,13,loginwindow,4,9
17,13,newtab,4,9
17,13,problem reporter,3,9
17,13,slack,46,9
17,13,spotify,6,9
17,14,Gmail,604,9
17,14,URL,1656,9
17,14,calendar,9,9
17,14,facetime,5,9
17,14,kiwi for gmail,4,9
17,14,loginwindow,33,9
17,14,newtab,2,9
17,15,1password mini,7,9
17,15,Gmail,428,9
17,15,URL,476,9
17,15,calendar,25,9
17,15,loginwindow,32,9
17,15,newtab,31,9
17,15,slack,29,9
17,16,Gmail,128,9
17,16,URL,2,9
17,16,loginwindow,32,9
17,20,Finder,8,9
17,20,Gmail,25,9
17,20,URL,533,9
17,20,loginwindow,34,9
17,20,newtab,5,9
17,20,slack,65,9
17,20,wunderlist,3,9
17,21,URL,11,9
17,21,loginwindow,33,9
17,22,Gmail,143,9
17,22,Google Spreadsheets,58,9
17,22,URL,784,9
17,22,newtab,23,9
17,23,URL,1321,9
17,23,evernote,1,9
17,23,newtab,7,9
18,11,Gmail,4,9
18,11,Google Spreadsheets,4,9
18,11,URL,504,9
18,11,calendar,5,9
18,11,due,3,9
18,11,evernote,1090,9
18,11,localhost:5000,8,9
18,11,loginwindow,10,9
18,11,newtab,31,9
18,11,slack,16,9
18,11,wunderlist,565,9
18,14,Gmail,24,9
18,14,Google Documents,41,9
18,14,URL,598,9
18,14,due,3,9
18,14,evernote,75,9
18,14,loginwindow,4,9
18,14,newtab,13,9
18,14,slack,9,9
18,14,spotify,14,9
18,15,Gmail,204,9
18,15,Google Documents,28,9
18,16,Gmail,33,9
18,16,Google Documents,9,9
18,16,URL,29,9
18,16,loginwindow,1,9
18,17,Gmail,210,9
18,17,Google Documents,467,9
18,17,URL,232,9
18,17,calendar,14,9
18,17,evernote,4,9
18,17,newtab,3,9
18,17,spotify,5,9
18,20,Gmail,51,9
18,20,Google Documents,8,9
18,20,URL,168,9
18,20,loginwindow,37,9
18,20,newtab,7,9
18,21,URL,1830,9
18,21,loginwindow,11,9
18,21,newtab,31,9
18,22,1password mini,3,9
18,22,Gmail,239,9
18,22,Google Documents,1,9
18,22,URL,936,9
18,22,evernote,1,9
18,22,localhost:5000,3,9
18,22,loginwindow,69,9
18,22,newtab,10,9
19,11,URL,28,9
19,11,day one reminders,91,9
19,11,day one,554,9
19,11,evernote,1725,9
19,11,loginwindow,10,9
19,11,systemuiserver,7,9
19,11,wunderlist,76,9
19,12,URL,31,9
19,12,evernote,100,9
19,12,loginwindow,106,9
19,12,wunderlist,197,9
20,13,URL,1625,9
20,13,due,10,9
20,13,loginwindow,31,9
20,13,messages,53,9
20,13,newtab,27,9
20,13,wunderlist,6,9
20,16,Google Documents,16,9
20,16,URL,1449,9
20,16,due,6,9
20,16,facetime,8,9
20,16,lateragent,16,9
20,16,loginwindow,33,9
20,16,newtab,30,9
20,16,slack,77,9
20,17,Gmail,17,9
20,17,Google Documents,2,9
20,17,URL,495,9
20,17,loginwindow,65,9
20,17,newtab,27,9
20,18,URL,4,9
20,18,newtab,2,9
20,19,Mail,9,9
20,19,URL,1456,9
20,19,due,12,9
20,19,loginwindow,78,9
20,19,newtab,66,9
20,20,URL,2206,9
20,20,loginwindow,35,9
20,20,newtab,22,9
20,20,screensaverengine,2,9
20,21,URL,228,9
20,21,due,3,9
20,21,newtab,6,9
20,22,URL,3587,9
20,22,newtab,12,9
20,23,newtab,3600,9
21,0,newtab,902,9
21,8,Gmail,2,9
21,8,URL,391,9
21,8,due,1,9
21,8,lateragent,5,9
21,8,loginwindow,31,9
21,8,newtab,29,9
21,8,slack,193,9
21,8,wunderlist,27,9
21,9,Google Documents,20,9
21,9,URL,68,9
21,9,due,86,9
21,11,Google Documents,12,9
21,11,URL,80,9
21,11,loginwindow,34,9
21,11,newtab,15,9
21,11,slack,43,9
21,13,1password mini,3,9
21,13,Gmail,101,9
21,13,Twitter,65,9
21,13,URL,311,9
21,13,due,5,9
21,13,loginwindow,21,9
21,13,newtab,23,9
21,13,slack,3,9
21,13,wunderlist,16,9
21,14,Finder,11,9
21,14,Gmail,37,9
21,14,Google Presentations,147,9
21,14,Preview,13,9
21,14,Terminal,2,9
21,14,Twitter,97,9
21,14,URL,529,9
21,14,calendar,65,9
21,14,evernote,31,9
21,14,facetime,17,9
21,14,loginwindow,31,9
21,14,newtab,26,9
21,14,slack,363,9
21,14,spotify,54,9
21,15,Gmail,33,9
21,15,Google Documents,2,9
21,15,Google Presentations,1719,9
21,15,Preview,280,9
21,15,URL,726,9
21,15,calendar,63,9
21,15,newtab,18,9
21,15,oojbgadfejifecebmdnhhkbhdjaphole,2,9
21,15,slack,10,9
21,15,usernotificationcenter,5,9
21,16,Google Presentations,279,9
21,16,Google Spreadsheets,114,9
21,16,URL,1259,9
21,16,newtab,5,9
21,16,usernotificationcenter,15,9
21,17,Gmail,778,9
21,17,Google Presentations,658,9
21,17,Google Spreadsheets,1,9
21,17,URL,12,9
21,17,calendar,49,9
21,17,loginwindow,15,9
21,18,Gmail,305,9
21,18,Google Spreadsheets,617,9
21,18,URL,809,9
21,18,calendar,33,9
21,18,loginwindow,42,9
21,18,newtab,16,9
21,18,slack,19,9
21,19,Finder,42,9
21,19,Gmail,225,9
21,19,Google Documents,2,9
21,19,Google Spreadsheets,771,9
21,19,URL,444,9
21,19,calendar,42,9
21,19,loginwindow,38,9
21,19,slack,14,9
21,19,spotify,22,9
22,10,Finder,100,9
22,10,Gmail,6,9
22,10,Google Documents,978,9
22,10,Preview,3,9
22,10,Skype,234,9
22,10,URL,498,9
22,10,archive utility,1,9
22,10,due,3,9
22,10,evernote,1,9
22,10,google chrome,15,9
22,10,newtab,63,9
22,10,quicktime player,65,9
22,10,slack,780,9
22,10,spotify,5,9
22,10,wunderlist,57,9
22,11,Google Documents,874,9
22,11,Skype,426,9
22,11,URL,1126,9
22,11,calendar,241,9
22,11,newtab,28,9
22,11,quicktime player,38,9
22,12,Gmail,2,9
22,12,URL,1084,9
22,12,loginwindow,18,9
22,12,newtab,18,9
22,12,screensaverengine,16,9
22,12,slack,128,9
22,12,stickies,102,9
22,13,Gmail,458,9
22,13,Google Documents,149,9
22,13,Google Spreadsheets,1,9
22,13,URL,2127,9
22,13,due,8,9
22,13,newtab,51,9
22,13,stickies,17,9
22,14,Gmail,386,9
22,14,Google Spreadsheets,328,9
22,14,URL,1030,9
22,14,loginwindow,63,9
22,14,newtab,36,9
22,15,Gmail,45,9
22,15,Preview,2,9
22,16,Finder,15,9
22,16,Gmail,288,9
22,16,Preview,366,9
22,16,RescueTime,3,9
22,16,Skype,3,9
22,16,URL,221,9
22,16,due,3,9
22,16,facetime,7,9
22,16,google chrome,1,9
22,16,google software update,10,9
22,16,newtab,12,9
22,17,Gmail,418,9
22,17,URL,44,9
22,17,due,2,9
22,17,google chrome,299,9
22,17,loginwindow,7,9
22,17,newtab,78,9
22,17,screensaverengine,10,9
22,18,Gmail,441,9
22,18,URL,192,9
22,18,loginwindow,31,9
22,18,newtab,6,9
22,19,Gmail,710,9
22,19,Google Spreadsheets,658,9
22,19,URL,860,9
22,19,calendar,2,9
22,19,spotify,7,9
22,20,Calculator,13,9
22,20,RescueTime,9,9
22,20,URL,3298,9
22,20,calendar,36,9
22,20,due,42,9
22,20,facetime,6,9
22,20,google drive,2,9
22,20,mint quickview,1,9
22,20,spotify,4,9
22,20,stickies,21,9
22,21,Finder,53,9
22,21,Gmail,903,9
22,21,Google Documents,167,9
22,21,Google Spreadsheets,63,9
22,21,OneTab,3,9
22,21,URL,1681,9
22,21,calendar,78,9
22,21,facetime,11,9
22,21,google chrome,24,9
22,21,loginwindow,31,9
22,21,newtab,33,9
22,21,problem reporter,2,9
22,21,slack,241,9
22,21,spotify,5,9
22,22,Finder,4,9
22,22,URL,775,9
22,22,calendar,11,9
22,22,google chrome,12,9
22,22,newtab,21,9
22,22,wunderlist,9,9
22,23,URL,1457,9
22,23,google chrome,3,9
22,23,loginwindow,52,9
23,10,URL,1487,9
23,10,google chrome,11,9
23,10,newtab,135,9
23,11,URL,2058,9
23,11,loginwindow,70,9
23,11,newtab,3,9
23,12,Gmail,5,9
23,12,URL,143,9
23,12,loginwindow,31,9
23,12,systemuiserver,39,9
23,13,Finder,6,9
23,13,Gmail,1736,9
23,13,Preview,1,9
23,13,URL,172,9
23,13,calendar,115,9
23,13,captive network assistant,2,9
23,13,evernote helper,41,9
23,13,evernote,11,9
23,13,newtab,73,9
23,13,slack,119,9
23,13,systemuiserver,6,9
23,14,Finder,76,9
23,14,Gmail,104,9
23,14,Preview,241,9
23,14,URL,739,9
23,14,captive network assistant,2,9
23,14,loginwindow,94,9
23,14,storeuid,96,9
23,14,texstudio,28,9
23,14,var,2,9
23,15,Finder,63,9
23,15,Gmail,10,9
23,15,URL,467,9
23,15,loginwindow,32,9
23,15,slack,18,9
23,20,Gmail,318,9
23,20,URL,1,9
23,20,calendar,8,9
23,20,slack,2,9
23,21,Gmail,3,9
23,21,URL,2190,9
23,21,loginwindow,6,9
23,21,newtab,7,9
23,22,Gmail,223,9
23,22,Google Forms,70,9
23,22,URL,1806,9
23,22,loginwindow,116,9
23,22,newtab,13,9
23,22,spotify,133,9
23,23,URL,1158,9
23,23,loginwindow,34,9
23,23,newtab,8,9
23,23,slack,72,9
23,23,spotify,1121,9
24,0,Gmail,1,9
24,0,URL,1352,9
24,0,newtab,18,9
24,0,slack,110,9
24,8,Finder,4,9
24,8,Gmail,615,9
24,8,Google Forms,285,9
24,8,Twitter,1,9
24,8,URL,322,9
24,8,calendar,6,9
24,8,evernote,2,9
24,8,extensions,46,9
24,8,google chrome,5,9
24,8,loginwindow,35,9
24,8,newtab,19,9
24,8,settings,13,9
24,8,texstudio,5,9
24,10,Finder,48,9
24,10,Gmail,237,9
24,10,Google Forms,2,9
24,10,Twitter,572,9
24,10,URL,493,9
24,10,newtab,27,9
24,10,slack,23,9
24,11,Gmail,1,9
24,11,Google Forms,2,9
24,11,Twitter,675,9
24,11,URL,734,9
24,11,loginwindow,34,9
24,11,newtab,35,9
24,11,slack,300,9
24,13,Gmail,1178,9
24,13,Mail,8,9
24,13,Twitter,14,9
24,13,URL,1110,9
24,13,calendar,11,9
24,13,due,4,9
24,13,newtab,9,9
24,14,Finder,55,9
24,14,Gmail,844,9
24,14,Google Documents,41,9
24,14,Google Forms,3,9
24,14,Preview,2,9
24,14,Twitter,191,9
24,14,URL,1874,9
24,14,calendar,31,9
24,14,newtab,20,9
24,14,slack,65,9
24,14,stickies,99,9
24,15,Gmail,24,9
24,15,URL,1289,9
24,15,loginwindow,32,9
24,15,newtab,5,9
24,15,slack,142,9
24,16,Gmail,234,9
24,16,URL,2,9
24,16,slack,23,9
24,21,Gmail,5,9
24,21,Preview,1,9
24,21,URL,1688,9
24,21,loginwindow,98,9
24,21,newtab,4,9
24,21,screensaverengine,2,9
25,9,Finder,35,9
25,9,Gmail,1095,9
25,9,Preview,1255,9
25,9,URL,236,9
25,9,newtab,26,9
25,9,slack,175,9
25,10,Gmail,371,9
25,10,Preview,657,9
25,10,System Preferences,13,9
25,10,URL,135,9
25,10,loginwindow,15,9
25,10,slack,17,9
25,10,spotify,154,9
25,11,Gmail,956,9
25,11,Google Spreadsheets,136,9
25,11,Preview,741,9
25,11,System Preferences,8,9
25,11,URL,1649,9
25,11,newtab,34,9
25,11,spotify,4,9
25,12,Google Spreadsheets,2,9
25,12,RescueTime,14,9
25,12,URL,1532,9
25,12,google drive,13,9
25,12,newtab,6,9
25,12,slack,3,9
25,12,spotify,51,9
25,12,stickies,1,9
25,12,wunderlist,1,9
25,13,Gmail,210,9
25,13,URL,3193,9
25,13,newtab,2,9
25,13,slack,182,9
25,13,spotify,13,9
25,14,Gmail,1,9
25,14,Google Spreadsheets,2,9
25,14,URL,3122,9
25,14,newtab,9,9
25,14,slack,458,9
25,14,spotify,5,9
25,15,Gmail,89,9
25,15,URL,2869,9
25,15,newtab,11,9
25,15,slack,101,9
25,16,Gmail,444,9
25,16,Google+,18,9
25,16,URL,474,9
25,16,calendar,10,9
25,16,loginwindow,36,9
25,16,newtab,7,9
25,16,slack,2,9
25,16,spotify,66,9
25,20,Finder,159,9
25,20,Gmail,872,9
25,20,URL,1176,9
25,20,due,5,9
25,20,evernote helper,1,9
25,20,evernote,2,9
25,20,loginwindow,32,9
25,20,newtab,32,9
25,21,Gmail,148,9
25,21,URL,1265,9
25,21,loginwindow,67,9
25,21,newtab,32,9
25,22,Gmail,68,9
25,22,URL,1402,9
25,22,newtab,60,9
25,23,Gmail,8,9
25,23,Twitter,8,9
25,23,URL,3197,9
25,23,newtab,19,9
26,0,URL,253,9
26,8,Gmail,271,9
26,8,URL,1038,9
26,8,newtab,21,9
26,9,Gmail,269,9
26,9,New York Times,73,9
26,9,URL,641,9
26,9,loginwindow,46,9
26,9,newtab,17,9
26,10,Gmail,3,9
26,10,URL,1618,9
26,10,loginwindow,32,9
26,10,newtab,8,9
26,11,URL,691,9
26,12,URL,1211,9
26,13,URL,3256,9
26,13,evernote,14,9
26,13,loginwindow,33,9
26,13,newtab,22,9
26,17,Gmail,211,9
26,17,URL,652,9
26,17,due,7,9
26,17,loginwindow,63,9
26,17,newtab,32,9
26,17,slack,6,9
26,18,URL,686,9
26,18,loginwindow,30,9
26,18,newtab,16,9
26,19,Gmail,230,9
26,19,Skype,1,9
26,19,URL,447,9
26,19,loginwindow,31,9
26,19,newtab,8,9
27,10,Gmail,109,9
27,10,Skype,440,9
27,10,URL,262,9
27,10,due,4,9
27,10,newtab,26,9
27,11,newtab,236,9
27,13,Skype,2,9
27,13,URL,1237,9
27,13,due,5,9
27,13,loginwindow,2,9
27,14,Gmail,1,9
27,14,URL,515,9
27,14,loginwindow,32,9
27,17,Gmail,549,9
27,17,URL,287,9
27,17,loginwindow,19,9
27,17,newtab,14,9
27,18,URL,826,9
27,18,loginwindow,24,9
27,18,newtab,53,9
27,18,screensaverengine,5,9
27,19,screensaverengine,2002,9
27,20,Gmail,50,9
27,20,Google Spreadsheets,3,9
27,20,Twitter,17,9
27,20,URL,291,9
27,20,loginwindow,72,9
27,20,newtab,22,9
27,21,Google Spreadsheets,28,9
27,21,URL,674,9
27,21,newtab,11,9
27,22,Preview,4,9
27,22,URL,1271,9
27,22,loginwindow,33,9
28,0,Google Spreadsheets,32,9
28,0,URL,1118,9
28,0,loginwindow,31,9
28,0,newtab,11,9
28,8,Gmail,102,9
28,8,Google Spreadsheets,6,9
28,8,URL,2319,9
28,8,newtab,32,9
28,8,spotify,11,9
28,9,Gmail,953,9
28,9,Google Spreadsheets,4,9
28,9,Google+,6,9
28,9,URL,2142,9
28,9,calendar,7,9
28,9,newtab,31,9
28,10,RescueTime,3,9
28,10,SecurityAgent,7,9
28,10,URL,2706,9
28,10,due,33,9
28,10,freedomplatform,38,9
28,10,newtab,18,9
28,10,stickies,63,9
28,11,Gmail,35,9
28,11,URL,140,9
28,13,Gmail,458,9
28,13,URL,3,9
28,13,due,6,9
28,13,loginwindow,33,9
28,13,newtab,4,9
28,14,Gmail,129,9
28,14,Google Documents,52,9
28,14,URL,559,9
28,14,microsoft powerpoint,1,9
28,14,newtab,8,9
28,14,stickies,3,9
28,15,Calculator,10,9
28,15,Gmail,151,9
28,15,Google Documents,40,9
28,15,Google Presentations,538,9
28,15,URL,1516,9
28,15,loginwindow,31,9
28,15,microsoft powerpoint,523,9
28,15,newtab,57,9
28,15,spotify,31,9
28,16,Google Presentations,1454,9
28,16,Google Spreadsheets,4,9
28,16,URL,688,9
28,16,microsoft powerpoint,2,9
28,16,newtab,6,9
28,17,URL,115,9
28,18,Gmail,655,9
28,18,Google Presentations,3,9
28,18,RescueTime,5,9
28,18,URL,1210,9
28,18,calendar,19,9
28,18,due,8,9
28,18,google drive,173,9
28,18,microsoft powerpoint,47,9
28,18,newtab,21,9
28,18,problem reporter,1,9
28,18,spotify,17,9
28,18,wunderlist,48,9
28,19,Finder,392,9
28,19,Gmail,893,9
28,19,Google Documents,40,9
28,19,URL,1011,9
28,19,calendar,145,9
28,19,microsoft word,359,9
28,19,newtab,19,9
28,20,Gmail,469,9
28,20,Google Presentations,262,9
28,20,URL,2353,9
28,20,microsoft word,3,9
28,20,newtab,27,9
28,21,Calculator,169,9
28,21,Finder,1,9
28,21,Gmail,775,9
28,21,Google Documents,53,9
28,21,URL,564,9
28,21,google drive,1,9
28,21,newtab,3,9
29,7,Gmail,1,9
29,7,RescueTime,12,9
29,7,URL,22,9
29,7,calendar,4,9
29,7,due,2,9
29,7,google drive,128,9
29,7,loginwindow,30,9
29,7,newtab,6,9
29,7,verizonupdatecenter,6,9
29,8,Gmail,3,9
29,8,Google Documents,1,9
29,8,calendar,447,9
29,8,loginwindow,31,9
29,8,newtab,2,9
29,9,Google Documents,656,9
29,9,Skype,83,9
29,9,URL,83,9
29,9,calendar,13,9
29,9,due,6,9
29,9,google chrome,42,9
29,9,microsoft powerpoint,5,9
29,9,microsoft word,36,9
29,9,newtab,12,9
29,9,stickies,7,9
29,9,wunderlist,14,9
29,10,Finder,66,9
29,10,Google Documents,361,9
29,10,Google Spreadsheets,1,9
29,10,Skype,550,9
29,10,URL,707,9
29,10,day one reminders,116,9
29,10,loginwindow,30,9
29,10,newtab,35,9
29,12,Finder,188,9
29,12,Gmail,3,9
29,12,Google Spreadsheets,1386,9
29,12,MS Excel,99,9
29,12,URL,617,9
29,12,evernote helper,93,9
29,12,evernote,104,9
29,12,loginwindow,20,9
29,12,newtab,14,9
29,12,stickies,3,9
29,12,users,141,9
29,12,wunderlist,22,9
29,13,Gmail,2442,9
29,13,Google Spreadsheets,112,9
29,13,URL,561,9
29,13,calendar,67,9
29,13,due,5,9
29,13,loginwindow,65,9
29,13,newtab,10,9
29,14,Calculator,30,9
29,14,Finder,2,9
29,14,Gmail,748,9
29,14,Google Spreadsheets,1,9
29,14,URL,949,9
29,14,evernote helper,27,9
29,14,google chrome,239,9
29,14,loginwindow,33,9
29,14,newtab,17,9
29,15,Gmail,441,9
29,15,Google Documents,29,9
29,15,Google Spreadsheets,361,9
29,15,MS Excel,6,9
29,15,URL,152,9
29,15,alfred 2,14,9
29,15,google chrome,5,9
29,15,loginwindow,3,9
29,15,newtab,12,9
29,15,spotify,83,9
29,15,wunderlist,47,9
29,16,Activity Monitor,6,9
29,16,Calculator,128,9
29,16,Finder,34,9
29,16,Gmail,1614,9
29,16,Google Spreadsheets,615,9
29,16,MS Excel,117,9
29,16,RescueTime,18,9
29,16,System Preferences,5,9
29,16,URL,663,9
29,16,due,3,9
29,16,mint quickview,2,9
29,16,newtab,8,9
29,16,problem reporter,6,9
29,16,stickies,45,9
29,16,users,2,9
29,16,wunderlist,22,9
29,17,Gmail,2535,9
29,17,URL,309,9
29,17,calendar,79,9
29,17,due,32,9
29,17,evernote,38,9
29,17,newtab,16,9
29,17,spotify,16,9
29,18,Finder,93,9
29,18,Gmail,1367,9
29,18,Preview,7,9
29,18,URL,1292,9
29,18,diskimages ui agent,6,9
29,18,facetime,3,9
29,18,google chrome,89,9
29,18,loginwindow,54,9
29,18,microsoft word,496,9
29,18,newtab,59,9
29,18,spotify,24,9
29,21,Gmail,175,9
29,21,URL,147,9
29,21,loginwindow,32,9
29,21,newtab,10,9
29,22,1password mini,8,9
29,22,Gmail,49,9
29,22,URL,399,9
29,22,newtab,5,9
29,23,Gmail,741,9
29,23,Google Spreadsheets,1,9
29,23,Twitter,29,9
29,23,URL,2063,9
29,23,loginwindow,31,9
29,23,newtab,21,9
30,7,Google Spreadsheets,10,9
30,7,URL,169,9
30,7,loginwindow,32,9
30,7,newtab,15,9
30,7,wunderlist,44,9
30,11,Finder,29,9
30,11,Gmail,4,9
30,11,Skype,1,9
30,11,URL,23,9
30,11,newtab,1,9
30,11,wunderlist,3,9
30,12,Finder,2,9
30,12,Gmail,1,9
30,12,Google Documents,2,9
30,12,Skype,92,9
30,12,URL,109,9
30,12,loginwindow,2,9
30,12,newtab,18,9
30,13,Gmail,521,9
30,13,Google Documents,363,9
30,13,URL,69,9
30,13,due,2,9
30,13,evernote helper,1,9
30,13,loginwindow,70,9
30,13,newtab,12,9
30,13,spotify,406,9
30,14,Finder,100,9
30,14,Gmail,414,9
30,14,Google Documents,24,9
30,14,Skype,1,9
30,14,URL,1228,9
30,14,captive network assistant,120,9
30,14,day one reminders,7,9
30,14,evernote helper,1250,9
30,14,lateragent,6,9
30,14,loginwindow,86,9
30,14,newtab,32,9
30,14,photo booth,49,9
30,15,Finder,2,9
30,15,Gmail,227,9
30,15,Google Documents,209,9
30,15,Skype,256,9
30,15,URL,97,9
30,15,captive network assistant,38,9
30,15,evernote,2,9
30,15,newtab,44,9
30,15,spotify,4,9
30,15,wunderlist,6,9
30,16,Gmail,979,9
30,16,Google Documents,107,9
30,16,Skype,2115,9
30,16,URL,300,9
30,16,newtab,34,9
30,16,wunderlist,64,9
30,17,Gmail,914,9
30,17,Google Documents,25,9
30,17,Skype,799,9
30,17,System Preferences,24,9
30,17,URL,111,9
30,17,calendar,77,9
30,17,dropbox,17,9
30,17,due,202,9
30,17,loginwindow,16,9
30,17,newtab,14,9
30,18,Finder,6,9
30,18,Gmail,286,9
30,18,Google Documents,4,9
30,18,Google Spreadsheets,4,9
30,18,Skype,3,9
30,18,URL,1780,9
30,18,coreservicesuiagent,2,9
30,18,due,9,9
30,18,facetime,33,9
30,18,loginwindow,3,9
30,18,newtab,29,9
30,18,wunderlist,14,9
30,19,Finder,8,9
30,19,Gmail,98,9
30,19,URL,1536,9
30,19,google chrome,11,9
30,19,loginwindow,94,9
30,19,microsoft word,63,9
30,19,newtab,97,9
30,20,Gmail,262,9
30,20,URL,562,9
30,20,google chrome,4,9
30,20,newtab,6,9
30,21,Finder,39,9
30,21,Gmail,62,9
30,21,URL,2726,9
30,21,controlpanel,1,9
30,21,google chrome,2,9
30,21,java updater,3,9
30,21,mendeley desktop,276,9
30,21,mendeley updater,12,9
30,21,microsoft word,440,9
30,21,newtab,28,9
30,21,spotify,7,9
30,22,Finder,45,9
30,22,Gmail,189,9
30,22,Preview,8,9
30,22,URL,1010,9
30,22,calendar,84,9
30,22,mendeley desktop,778,9
30,22,microsoft word,1471,9
30,22,newtab,13,9
30,23,Finder,3,9
30,23,Gmail,191,9
30,23,URL,1375,9
30,23,calendar,14,9
30,23,mendeley desktop,1062,9
30,23,microsoft word,895,9
30,23,newtab,3,9
30,23,users,53,9
