Day,Hour,Category,Timespent,Month
12,21,Uncategorized,17,9
12,21,Video,259,9
12,22,Browsers,24,9
12,22,General Social Networking,322,9
12,22,General Utilities,20,9
12,22,Search,108,9
12,22,Uncategorized,18,9
12,23,Browsers,36,9
12,23,General Social Networking,202,9
12,23,General Utilities,32,9
12,23,Travel & Outdoors,163,9
12,23,Uncategorized,17,9
13,8,Browsers,9,9
13,8,General Social Networking,192,9
13,8,Uncategorized,6,9
13,9,Browsers,34,9
13,9,General Social Networking,742,9
13,9,General Utilities,42,9
13,9,Search,101,9
13,9,Uncategorized,143,9
13,9,Video,1305,9
13,10,Browsers,30,9
13,10,General News & Opinion,558,9
13,10,General Social Networking,561,9
13,10,General Utilities,119,9
13,10,Search,414,9
13,10,Uncategorized,182,9
13,11,Uncategorized,1,9
13,12,Browsers,19,9
13,12,General News & Opinion,10,9
13,12,General Utilities,13,9
13,12,Video,456,9
13,13,Browsers,27,9
13,13,Email,23,9
13,13,General News & Opinion,940,9
13,13,General Reference & Learning,45,9
13,13,General Social Networking,538,9
13,13,General Utilities,52,9
13,13,Search,121,9
13,13,Uncategorized,262,9
13,13,Video,768,9
13,14,Browsers,33,9
13,14,General News & Opinion,322,9
13,14,General Shopping,387,9
13,14,General Utilities,33,9
13,14,Search,37,9
13,14,Video,156,9
13,15,Browsers,28,9
13,15,Email,15,9
13,15,General Social Networking,119,9
13,15,General Utilities,32,9
13,15,Health & Medicine,197,9
13,15,Search,121,9
13,15,Uncategorized,142,9
13,15,Video,1508,9
13,16,Browsers,14,9
13,16,General Social Networking,201,9
13,16,General Utilities,32,9
13,16,Health & Medicine,15,9
13,16,Uncategorized,642,9
13,16,Video,1,9
13,17,Browsers,63,9
13,17,Search,39,9
13,17,Video,976,9
13,18,Video,558,9
14,7,Browsers,28,9
14,7,General Utilities,2,9
14,7,Intelligence,17,9
14,7,Search,107,9
14,7,Uncategorized,74,9
14,7,Video,672,9
14,8,Browsers,33,9
14,8,Email,7,9
14,8,General News & Opinion,18,9
14,8,General Reference & Learning,28,9
14,8,General Shopping,2,9
14,8,General Utilities,1011,9
14,8,Instant Message,22,9
14,8,Intelligence,330,9
14,8,Search,296,9
14,8,Uncategorized,544,9
14,8,Video,6,9
14,9,Browsers,10,9
14,9,General Business,1,9
14,9,General News & Opinion,6,9
14,9,General Shopping,1296,9
14,9,General Utilities,53,9
14,9,Intelligence,34,9
14,9,Search,7,9
14,9,Travel & Outdoors,1,9
14,9,Uncategorized,10,9
14,9,Video,2,9
14,12,Browsers,120,9
14,12,Calendars,8,9
14,12,Design & Planning,110,9
14,12,Email,1,9
14,12,General Business,566,9
14,12,General Entertainment,377,9
14,12,General Reference & Learning,855,9
14,12,General Utilities,45,9
14,12,Instant Message,11,9
14,12,Intelligence,3,9
14,12,Presentation,383,9
14,12,Project Management,226,9
14,12,Search,160,9
14,12,Uncategorized,133,9
14,12,Voice Chat,8,9
14,13,Browsers,4,9
14,13,Calendars,9,9
14,13,Email,1262,9
14,13,General Business,21,9
14,13,General News & Opinion,2,9
14,13,General Reference & Learning,126,9
14,13,General Shopping,2,9
14,13,General Social Networking,2,9
14,13,General Utilities,33,9
14,13,Presentation,147,9
14,13,Search,5,9
14,13,Uncategorized,166,9
14,13,Voice Chat,5,9
14,14,Browsers,32,9
14,14,Email,578,9
14,14,General Business,36,9
14,14,General Entertainment,2,9
14,14,General News & Opinion,172,9
14,14,General Reference & Learning,254,9
14,14,General Social Networking,70,9
14,14,General Software Development,239,9
14,14,General Utilities,166,9
14,14,Instant Message,134,9
14,14,Presentation,121,9
14,14,Search,3,9
14,14,Systems Operations,761,9
14,14,Uncategorized,119,9
14,15,Browsers,4,9
14,15,Calendars,112,9
14,15,General Business,107,9
14,15,General Entertainment,1,9
14,15,General News & Opinion,81,9
14,15,General Reference & Learning,267,9
14,15,General Social Networking,32,9
14,15,General Utilities,39,9
14,15,Intelligence,223,9
14,15,Presentation,1793,9
14,15,Project Management,1,9
14,15,Uncategorized,186,9
14,16,General Business,695,9
14,16,General Reference & Learning,22,9
14,16,General Utilities,12,9
14,16,Presentation,258,9
14,17,Browsers,3,9
14,17,Email,166,9
14,17,General Utilities,44,9
14,17,Presentation,1995,9
14,17,Uncategorized,1,9
14,18,Browsers,35,9
14,18,Calendars,77,9
14,18,Email,1613,9
14,18,General Business,92,9
14,18,General News & Opinion,2,9
14,18,General Reference & Learning,158,9
14,18,General Social Networking,217,9
14,18,General Utilities,67,9
14,18,Search,14,9
14,18,Uncategorized,720,9
14,19,Email,54,9
14,19,General Business,14,9
14,19,General Utilities,33,9
14,20,Email,159,9
14,20,General Utilities,31,9
14,20,Video,3,9
14,21,Browsers,7,9
14,21,Calendars,6,9
14,21,General Reference & Learning,18,9
14,21,General Social Networking,99,9
14,21,Video,484,9
14,22,Browsers,27,9
14,22,Email,114,9
14,22,Engineering & Technology,5,9
14,22,General Business,3,9
14,22,General Entertainment,45,9
14,22,General News & Opinion,150,9
14,22,General Reference & Learning,8,9
14,22,General Social Networking,1179,9
14,22,General Software Development,125,9
14,22,General Utilities,33,9
14,22,Science & Technology,44,9
14,22,Search,41,9
14,22,Uncategorized,316,9
14,22,Video,79,9
15,7,Browsers,15,9
15,7,Calendars,126,9
15,7,Email,5,9
15,7,General Business,144,9
15,7,General Entertainment,16,9
15,7,General News & Opinion,1,9
15,7,General Reference & Learning,2,9
15,7,General Shopping,151,9
15,7,General Social Networking,5,9
15,7,General Software Development,13,9
15,7,General Utilities,65,9
15,7,Project Management,28,9
15,7,Science & Technology,2,9
15,7,Uncategorized,114,9
15,7,Video,1,9
15,7,Writing,2,9
15,8,Browsers,2,9
15,8,Calendars,10,9
15,8,General Business,135,9
15,8,General Entertainment,19,9
15,8,General Shopping,72,9
15,8,General Software Development,7,9
15,8,Intelligence,1,9
15,8,Project Management,33,9
15,8,Uncategorized,6,9
15,9,Browsers,4,9
15,9,General Business,3,9
15,9,General Entertainment,27,9
15,9,General Reference & Learning,647,9
15,9,General Shopping,57,9
15,9,General Utilities,319,9
15,9,Instant Message,1,9
15,9,Intelligence,676,9
15,9,Project Management,69,9
15,9,Uncategorized,30,9
15,10,Browsers,14,9
15,10,Email,3,9
15,10,General Business,4,9
15,10,General Reference & Learning,258,9
15,10,General Shopping,13,9
15,10,General Social Networking,43,9
15,10,General Software Development,27,9
15,10,General Utilities,21,9
15,10,Instant Message,1756,9
15,10,Intelligence,12,9
15,10,Search,7,9
15,10,Voice Chat,15,9
15,11,Browsers,42,9
15,11,General News & Opinion,108,9
15,11,General Reference & Learning,2314,9
15,11,General Utilities,32,9
15,11,Intelligence,2,9
15,11,Project Management,29,9
15,11,Search,11,9
15,11,Uncategorized,194,9
15,11,Voice Chat,50,9
15,12,General Reference & Learning,142,9
15,12,General Social Networking,7,9
15,12,General Utilities,32,9
15,13,Browsers,17,9
15,13,Calendars,169,9
15,13,Email,634,9
15,13,Engineering & Technology,28,9
15,13,General Business,17,9
15,13,General Reference & Learning,47,9
15,13,General Social Networking,281,9
15,13,General Utilities,18,9
15,13,Search,37,9
15,13,Uncategorized,85,9
15,14,Browsers,10,9
15,14,Calendars,119,9
15,14,Email,727,9
15,14,General Business,99,9
15,14,General Entertainment,6,9
15,14,General News & Opinion,55,9
15,14,General Reference & Learning,1543,9
15,14,General Social Networking,116,9
15,14,General Utilities,34,9
15,14,Uncategorized,55,9
15,14,Voice Chat,5,9
15,15,Browsers,20,9
15,15,Calendars,24,9
15,15,Email,472,9
15,15,Engineering & Technology,1,9
15,15,General Business,497,9
15,15,General Entertainment,30,9
15,15,General News & Opinion,10,9
15,15,General Reference & Learning,12,9
15,15,General Shopping,730,9
15,15,General Software Development,3,9
15,15,General Utilities,5,9
15,15,Intelligence,2,9
15,15,Internet Utilities,6,9
15,15,Project Management,25,9
15,15,Search,29,9
15,15,Uncategorized,135,9
15,16,Browsers,33,9
15,16,Email,18,9
15,16,General Business,320,9
15,16,General Entertainment,24,9
15,16,General News & Opinion,72,9
15,16,General Shopping,113,9
15,16,General Software Development,2480,9
15,16,Search,159,9
15,16,Uncategorized,3,9
15,17,General Reference & Learning,12,9
15,17,General Software Development,934,9
15,17,General Utilities,34,9
15,17,Instant Message,227,9
15,18,General Reference & Learning,431,9
15,18,General Utilities,31,9
15,18,Instant Message,20,9
15,18,Intelligence,32,9
15,18,Video,3,9
15,19,Browsers,18,9
15,19,Email,124,9
15,19,General Reference & Learning,243,9
15,19,General Software Development,7,9
15,19,General Utilities,140,9
15,19,Instant Message,55,9
15,19,Video,2468,9
15,20,Video,2141,9
15,21,Browsers,49,9
15,21,Email,1,9
15,21,General Utilities,31,9
15,21,Instant Message,6,9
15,21,Video,135,9
15,22,Browsers,56,9
15,22,Email,666,9
15,22,General Entertainment,44,9
15,22,General Reference & Learning,1,9
15,22,General Shopping,752,9
15,22,General Social Networking,36,9
15,22,General Utilities,115,9
15,22,Search,237,9
15,22,Uncategorized,77,9
16,8,Browsers,7,9
16,8,Email,7,9
16,8,General Reference & Learning,363,9
16,8,General Utilities,19,9
16,8,Instant Message,1,9
16,11,General Entertainment,8,9
16,11,General Reference & Learning,33,9
16,11,General Utilities,33,9
16,11,Instant Message,306,9
16,12,General Entertainment,24,9
16,12,General News & Opinion,29,9
16,12,General Reference & Learning,74,9
16,12,General Shopping,39,9
16,12,General Social Networking,5,9
16,12,Instant Message,24,9
16,12,Search,4,9
16,12,Voice Chat,10,9
16,13,Browsers,26,9
16,13,Calendars,4,9
16,13,Email,24,9
16,13,Engineering & Technology,147,9
16,13,General Entertainment,9,9
16,13,General Reference & Learning,4,9
16,13,General Shopping,21,9
16,13,General Software Development,206,9
16,13,General Utilities,37,9
16,13,Search,796,9
16,13,Uncategorized,566,9
16,14,Browsers,12,9
16,14,General Entertainment,5,9
16,14,General Reference & Learning,159,9
16,14,General Shopping,865,9
16,14,General Social Networking,216,9
16,14,General Software Development,437,9
16,14,General Utilities,19,9
16,14,Instant Message,68,9
16,14,Uncategorized,315,9
16,15,Browsers,27,9
16,15,Email,850,9
16,15,Engineering & Technology,342,9
16,15,General Business,347,9
16,15,General News & Opinion,6,9
16,15,General Reference & Learning,98,9
16,15,General Shopping,99,9
16,15,General Software Development,43,9
16,15,General Utilities,90,9
16,15,Instant Message,333,9
16,15,Project Management,149,9
16,15,Search,170,9
16,15,Uncategorized,192,9
16,16,Email,125,9
16,16,General Social Networking,10,9
16,16,General Utilities,32,9
16,22,Browsers,17,9
16,22,Email,240,9
16,22,General Reference & Learning,237,9
16,22,General Social Networking,776,9
16,22,General Utilities,33,9
16,22,Science & Technology,25,9
16,22,Search,20,9
16,22,Uncategorized,13,9
16,22,Video,522,9
16,23,Browsers,330,9
16,23,Email,18,9
16,23,Engineering & Technology,238,9
16,23,General Reference & Learning,6,9
16,23,General Social Networking,27,9
16,23,General Utilities,32,9
16,23,Instant Message,1,9
16,23,Science & Technology,63,9
16,23,Search,15,9
16,23,Video,300,9
17,0,Browsers,3,9
17,0,Email,37,9
17,0,Engineering & Technology,2,9
17,0,General News & Opinion,15,9
17,0,General Reference & Learning,38,9
17,0,General Shopping,4,9
17,0,General Utilities,32,9
17,0,Instant Message,59,9
17,0,Science & Technology,11,9
17,0,Uncategorized,10,9
17,8,Browsers,4,9
17,8,Engineering & Technology,78,9
17,8,General Reference & Learning,62,9
17,8,General Shopping,10,9
17,8,General Software Development,4,9
17,8,Graphic Design,45,9
17,8,Instant Message,1122,9
17,8,Science & Technology,4,9
17,8,Search,4,9
17,8,Uncategorized,113,9
17,8,Voice Chat,75,9
17,9,Browsers,4,9
17,9,Engineering & Technology,2,9
17,9,General News & Opinion,2,9
17,9,General Social Networking,6,9
17,9,General Software Development,11,9
17,9,General Utilities,32,9
17,9,Instant Message,40,9
17,9,Science & Technology,1,9
17,9,Uncategorized,36,9
17,11,Engineering & Technology,8,9
17,11,General Reference & Learning,1,9
17,11,Instant Message,26,9
17,11,Uncategorized,28,9
17,11,Writing,1,9
17,12,Browsers,20,9
17,12,Engineering & Technology,46,9
17,12,General Entertainment,73,9
17,12,General Shopping,108,9
17,12,General Social Networking,2,9
17,12,General Software Development,6,9
17,12,Instant Message,101,9
17,12,Internet Utilities,33,9
17,12,Science & Technology,47,9
17,12,Search,9,9
17,12,Uncategorized,232,9
17,12,Writing,376,9
17,13,Browsers,4,9
17,13,Calendars,31,9
17,13,Email,821,9
17,13,General Entertainment,6,9
17,13,General News & Opinion,3,9
17,13,General Utilities,4,9
17,13,Instant Message,46,9
17,13,Writing,1191,9
17,14,Browsers,2,9
17,14,Calendars,9,9
17,14,Email,604,9
17,14,General Utilities,33,9
17,14,Uncategorized,4,9
17,14,Voice Chat,5,9
17,14,Writing,1656,9
17,15,Browsers,31,9
17,15,Calendars,25,9
17,15,Email,428,9
17,15,General Business,18,9
17,15,General Utilities,39,9
17,15,Instant Message,29,9
17,15,Search,114,9
17,15,Uncategorized,344,9
17,16,Email,128,9
17,16,General Utilities,32,9
17,16,Science & Technology,2,9
17,20,Browsers,5,9
17,20,Email,25,9
17,20,Engineering & Technology,22,9
17,20,General News & Opinion,6,9
17,20,General Reference & Learning,9,9
17,20,General Social Networking,204,9
17,20,General Utilities,42,9
17,20,Instant Message,65,9
17,20,Project Management,3,9
17,20,Science & Technology,219,9
17,20,Search,43,9
17,20,Uncategorized,30,9
17,21,General Shopping,11,9
17,21,General Utilities,33,9
17,22,Browsers,23,9
17,22,Email,143,9
17,22,Engineering & Technology,4,9
17,22,General Business,58,9
17,22,General News & Opinion,53,9
17,22,General Shopping,530,9
17,22,General Social Networking,8,9
17,22,Science & Technology,9,9
17,22,Search,49,9
17,22,Travel & Outdoors,131,9
17,23,Browsers,7,9
17,23,General News & Opinion,805,9
17,23,General Shopping,104,9
17,23,General Social Networking,337,9
17,23,Intelligence,1,9
17,23,Search,71,9
17,23,Travel & Outdoors,4,9
18,11,Browsers,31,9
18,11,Calendars,5,9
18,11,Email,4,9
18,11,Engineering & Technology,98,9
18,11,General Business,4,9
18,11,General News & Opinion,24,9
18,11,General Reference & Learning,154,9
18,11,General Shopping,3,9
18,11,General Software Development,10,9
18,11,General Utilities,10,9
18,11,Instant Message,16,9
18,11,Intelligence,1090,9
18,11,Project Management,565,9
18,11,Search,27,9
18,11,Uncategorized,23,9
18,11,Writing,176,9
18,14,Browsers,13,9
18,14,Email,24,9
18,14,General Business,18,9
18,14,General Entertainment,14,9
18,14,General Reference & Learning,89,9
18,14,General Shopping,487,9
18,14,General Utilities,4,9
18,14,Instant Message,9,9
18,14,Intelligence,75,9
18,14,Search,4,9
18,14,Writing,44,9
18,15,Email,204,9
18,15,Writing,28,9
18,16,Email,33,9
18,16,General News & Opinion,18,9
18,16,General Utilities,1,9
18,16,Internet Utilities,4,9
18,16,Search,7,9
18,16,Writing,9,9
18,17,Browsers,3,9
18,17,Calendars,14,9
18,17,Email,210,9
18,17,General Entertainment,5,9
18,17,General News & Opinion,150,9
18,17,General Reference & Learning,2,9
18,17,General Shopping,3,9
18,17,General Social Networking,1,9
18,17,Intelligence,4,9
18,17,Internet Utilities,76,9
18,17,Writing,467,9
18,20,Browsers,7,9
18,20,Email,51,9
18,20,General Social Networking,167,9
18,20,General Utilities,37,9
18,20,Video,1,9
18,20,Writing,8,9
18,21,Browsers,31,9
18,21,General Social Networking,4,9
18,21,General Utilities,11,9
18,21,Uncategorized,1,9
18,21,Video,1825,9
18,22,Browsers,10,9
18,22,Email,239,9
18,22,General Communication & Scheduling,123,9
18,22,General News & Opinion,3,9
18,22,General Reference & Learning,9,9
18,22,General Shopping,39,9
18,22,General Social Networking,11,9
18,22,General Software Development,5,9
18,22,General Utilities,72,9
18,22,Intelligence,1,9
18,22,Search,13,9
18,22,Uncategorized,729,9
18,22,Video,7,9
18,22,Writing,1,9
19,11,General Reference & Learning,28,9
19,11,General Utilities,17,9
19,11,Intelligence,1725,9
19,11,Project Management,76,9
19,11,Writing,645,9
19,12,General News & Opinion,31,9
19,12,General Utilities,106,9
19,12,Intelligence,100,9
19,12,Project Management,197,9
20,13,Browsers,27,9
20,13,General News & Opinion,1302,9
20,13,General Reference & Learning,18,9
20,13,General Shopping,4,9
20,13,General Social Networking,299,9
20,13,General Utilities,31,9
20,13,Instant Message,53,9
20,13,Intelligence,1,9
20,13,Project Management,6,9
20,13,Uncategorized,11,9
20,16,Browsers,30,9
20,16,General Entertainment,14,9
20,16,General News & Opinion,46,9
20,16,General Reference & Learning,6,9
20,16,General Shopping,623,9
20,16,General Social Networking,361,9
20,16,General Utilities,33,9
20,16,Instant Message,77,9
20,16,Intelligence,302,9
20,16,Search,14,9
20,16,Uncategorized,105,9
20,16,Voice Chat,8,9
20,16,Writing,16,9
20,17,Browsers,27,9
20,17,Email,17,9
20,17,Engineering & Technology,126,9
20,17,General Business,1,9
20,17,General Entertainment,15,9
20,17,General Reference & Learning,4,9
20,17,General Shopping,17,9
20,17,General Social Networking,6,9
20,17,General Software Development,35,9
20,17,General Utilities,65,9
20,17,Intelligence,2,9
20,17,Science & Technology,4,9
20,17,Search,185,9
20,17,Uncategorized,15,9
20,17,Writing,87,9
20,18,Browsers,2,9
20,18,General Reference & Learning,1,9
20,18,General Software Development,3,9
20,19,Browsers,66,9
20,19,Design & Planning,183,9
20,19,Email,9,9
20,19,General Reference & Learning,869,9
20,19,General Utilities,78,9
20,19,Search,18,9
20,19,Video,398,9
20,20,Browsers,22,9
20,20,Design & Planning,9,9
20,20,General Reference & Learning,431,9
20,20,General Shopping,3,9
20,20,General Social Networking,91,9
20,20,General Utilities,37,9
20,20,Uncategorized,4,9
20,20,Video,1668,9
20,21,Browsers,6,9
20,21,General Reference & Learning,102,9
20,21,Search,18,9
20,21,Video,111,9
20,22,Browsers,12,9
20,22,General News & Opinion,334,9
20,22,General Reference & Learning,711,9
20,22,Search,128,9
20,22,Video,2414,9
20,23,Video,3600,9
21,0,Video,902,9
21,8,Browsers,29,9
21,8,Design & Planning,1,9
21,8,Email,2,9
21,8,General Business,1,9
21,8,General News & Opinion,2,9
21,8,General Reference & Learning,301,9
21,8,General Shopping,33,9
21,8,General Utilities,31,9
21,8,Instant Message,221,9
21,8,Project Management,27,9
21,8,Search,7,9
21,8,Uncategorized,5,9
21,8,Video,19,9
21,9,General Business,50,9
21,9,General Reference & Learning,87,9
21,9,General Shopping,14,9
21,9,General Software Development,3,9
21,9,Writing,20,9
21,11,Administration,1,9
21,11,Browsers,15,9
21,11,General Business,5,9
21,11,General Reference & Learning,74,9
21,11,General Utilities,34,9
21,11,Instant Message,43,9
21,11,Writing,12,9
21,13,Administration,214,9
21,13,Browsers,23,9
21,13,Email,101,9
21,13,General Business,19,9
21,13,General News & Opinion,14,9
21,13,General Reference & Learning,51,9
21,13,General Social Networking,65,9
21,13,General Utilities,24,9
21,13,Instant Message,3,9
21,13,Project Management,16,9
21,13,Search,18,9
21,14,Browsers,26,9
21,14,Calendars,65,9
21,14,Email,37,9
21,14,General Business,93,9
21,14,General Entertainment,54,9
21,14,General Reference & Learning,150,9
21,14,General Social Networking,227,9
21,14,General Utilities,42,9
21,14,Instant Message,464,9
21,14,Intelligence,31,9
21,14,Presentation,147,9
21,14,Search,68,9
21,14,Systems Operations,2,9
21,14,Voice Chat,17,9
21,15,Browsers,18,9
21,15,Calendars,63,9
21,15,Email,33,9
21,15,General Business,31,9
21,15,General News & Opinion,126,9
21,15,General Reference & Learning,766,9
21,15,General Utilities,5,9
21,15,Instant Message,10,9
21,15,Presentation,1719,9
21,15,Search,14,9
21,15,Uncategorized,71,9
21,15,Writing,2,9
21,16,Browsers,5,9
21,16,General Business,145,9
21,16,General Reference & Learning,1228,9
21,16,General Utilities,15,9
21,16,Presentation,279,9
21,17,Calendars,49,9
21,17,Email,778,9
21,17,General Business,1,9
21,17,General News & Opinion,12,9
21,17,General Utilities,15,9
21,17,Presentation,658,9
21,18,Browsers,16,9
21,18,Calendars,33,9
21,18,Email,305,9
21,18,General Business,617,9
21,18,General News & Opinion,288,9
21,18,General Reference & Learning,315,9
21,18,General Social Networking,18,9
21,18,General Utilities,42,9
21,18,Instant Message,19,9
21,18,Uncategorized,188,9
21,19,Calendars,42,9
21,19,Email,225,9
21,19,General Business,771,9
21,19,General Entertainment,22,9
21,19,General News & Opinion,427,9
21,19,General Reference & Learning,2,9
21,19,General Utilities,80,9
21,19,Instant Message,14,9
21,19,Search,7,9
21,19,Uncategorized,8,9
21,19,Writing,2,9
22,10,Browsers,78,9
22,10,Email,6,9
22,10,General Business,12,9
22,10,General Entertainment,70,9
22,10,General News & Opinion,192,9
22,10,General Reference & Learning,55,9
22,10,General Utilities,101,9
22,10,Instant Message,780,9
22,10,Intelligence,1,9
22,10,Project Management,57,9
22,10,Search,124,9
22,10,Uncategorized,121,9
22,10,Voice Chat,234,9
22,10,Writing,978,9
22,11,Browsers,28,9
22,11,Calendars,241,9
22,11,General Business,2,9
22,11,General Entertainment,38,9
22,11,General News & Opinion,70,9
22,11,Project Management,722,9
22,11,Search,83,9
22,11,Travel & Outdoors,1,9
22,11,Uncategorized,248,9
22,11,Voice Chat,426,9
22,11,Writing,874,9
22,12,Browsers,18,9
22,12,Email,2,9
22,12,General Utilities,34,9
22,12,Instant Message,128,9
22,12,Intelligence,102,9
22,12,Project Management,75,9
22,12,Search,140,9
22,12,Travel & Outdoors,493,9
22,12,Uncategorized,376,9
22,13,Browsers,51,9
22,13,Email,458,9
22,13,Engineering & Technology,9,9
22,13,General Business,7,9
22,13,General News & Opinion,7,9
22,13,General Reference & Learning,53,9
22,13,General Social Networking,96,9
22,13,Intelligence,17,9
22,13,Project Management,40,9
22,13,Search,67,9
22,13,Travel & Outdoors,1050,9
22,13,Uncategorized,807,9
22,13,Writing,149,9
22,14,Browsers,36,9
22,14,Business,3,9
22,14,Calendars,29,9
22,14,Email,386,9
22,14,Engineering & Technology,1,9
22,14,General Business,359,9
22,14,General Entertainment,32,9
22,14,General News & Opinion,91,9
22,14,General Reference & Learning,36,9
22,14,General Utilities,63,9
22,14,Project Management,26,9
22,14,Search,281,9
22,14,Travel & Outdoors,75,9
22,14,Uncategorized,423,9
22,14,Writing,2,9
22,15,Email,45,9
22,15,General Reference & Learning,2,9
22,16,Browsers,13,9
22,16,Email,288,9
22,16,General Reference & Learning,382,9
22,16,General Utilities,25,9
22,16,Instant Message,61,9
22,16,Intelligence,3,9
22,16,Search,6,9
22,16,Travel & Outdoors,13,9
22,16,Uncategorized,118,9
